0,-1.867287
0.212,-1.877482
0.419,-1.886691
0.627,-1.8959
0.835,-1.905437
1.043,-1.91333
1.251,-1.923525
1.459,-1.933063
1.666,-1.940627
1.873,-1.946876
2.081,-1.918592
2.289,-1.134873
2.497,0.901874
2.705,1.361647
2.913,1.448471
3.121,1.491554
3.329,1.502407
3.537,1.515234
3.744,1.517865
3.952,1.530033
4.16,1.535295
4.368,1.545491
4.576,1.547464
4.784,1.544833
4.992,1.540886
5.2,1.543517
5.408,1.549108
5.616,1.549766
5.824,1.543846
6.032,1.534966
6.24,1.533322
6.448,1.535295
6.656,1.533651
6.864,1.527731
7.071,1.519509
7.279,1.513918
7.487,1.510958
7.695,1.510301
7.903,1.502407
8.111,1.494843
8.319,1.485306
8.527,1.485306
8.735,1.482017
8.942,1.475768
9.15,1.463929
9.358,1.457022
9.566,1.455049
9.774,1.452089
9.982,1.446498
10.19,1.435974
10.398,1.430054
10.606,1.423805
10.814,1.41953
11.022,1.413281
11.23,1.405059
11.438,1.396837
11.646,1.389931
11.854,1.386971
12.062,1.38138
12.27,1.376447
12.478,1.362963
12.686,1.356385
12.894,1.359016
13.102,0.300684
13.31,-1.889322
13.518,-2.076454
13.726,-2.128417
13.934,-2.182024
14.142,-2.222805
14.35,-2.256022
14.558,-2.282333
14.766,-2.307985
14.974,-2.328705
15.182,-2.34778
15.39,-2.367512
15.597,-2.384614
15.805,-2.399085
16.013,-2.416515
16.221,-2.428355
16.429,-2.444141
16.637,-2.456639
16.845,-2.471438
17.053,-2.484264
17.261,-2.495775
17.469,-2.509259
17.677,-2.521099
17.885,-2.53261
18.093,-2.54412
18.301,-2.556618
18.509,-2.566813
