0,-0.204475
0.208,-0.205461
0.416,-0.20579
0.625,-0.207763
0.834,-0.209737
1.042,-0.209408
1.25,-0.213354
1.458,-0.253806
1.666,-0.216643
1.875,-2.617132
2.083,-8.513301
2.291,-10.233028
2.499,-10.507646
2.707,-10.674061
2.916,-10.674061
3.125,-10.674061
3.333,-10.674061
3.541,-10.674061
3.749,-10.674061
3.958,-10.674061
4.167,-10.674061
4.376,-10.674061
4.584,-10.674061
4.792,-10.674061
5,-10.674061
5.208,-10.674061
5.417,-10.674061
5.626,-10.674061
5.835,-10.674061
6.044,-10.674061
6.252,-10.674061
6.46,-10.674061
6.669,-10.674061
6.878,-10.674061
7.087,-10.674061
7.295,-10.674061
7.504,-10.674061
7.712,-10.674061
7.921,-10.674061
8.129,-10.674061
8.337,-10.674061
8.545,-10.674061
8.753,-10.674061
8.962,-10.674061
9.17,-10.674061
9.378,-10.674061
9.586,-10.674061
9.794,-10.674061
10.002,-10.674061
10.21,-10.674061
10.418,-10.674061
10.626,-10.674061
10.835,-10.674061
11.043,-10.674061
11.251,-10.674061
11.459,-10.674061
11.667,-10.674061
11.875,-10.674061
12.083,-10.674061
12.291,-10.674061
12.499,-10.674061
12.707,-10.674061
12.916,-10.674061
13.124,-10.674061
13.332,-10.674061
13.54,-10.674061
13.748,-10.674061
13.957,-10.674061
14.165,-10.674061
14.373,-10.674061
14.581,-10.674061
14.789,-10.674061
14.998,-10.674061
15.207,-10.674061
15.415,-10.674061
15.623,-10.674061
15.832,-10.674061
16.04,-10.674061
16.249,-10.674061
16.457,-10.674061
16.666,-10.674061
16.875,-10.674061
17.083,-10.674061
17.291,-10.674061
17.499,-10.674061
17.707,-10.674061
17.915,-10.674061
18.123,-10.674061
18.331,-10.674061
18.539,-10.674061
18.747,-10.674061
18.956,-10.674061
19.164,-10.674061
19.372,-10.674061
19.58,-10.674061
19.788,-10.674061
19.996,-10.674061
20.204,-10.626373
20.412,-0.154156
20.62,-0.320569
20.828,-0.318924
21.036,-0.324515
21.244,-0.321227
21.453,-0.324186
21.662,-0.32616
21.871,-0.323529
22.08,-0.329449
22.288,-0.325173
22.496,-0.329777
22.705,-0.330435
22.913,-0.32912
23.121,-0.340302
23.33,-0.335368
23.538,-0.336684
23.746,-0.338986
23.955,-0.335697
24.163,-0.338986
24.372,-0.342933
24.58,-0.342275
24.788,-0.342275
24.995,-0.342933
25.204,-0.347537
25.412,-0.348195
