0,0.068824
0.208,0.068166
0.416,0.069153
0.625,0.068824
0.834,0.068166
1.042,0.069482
1.251,0.069153
1.459,0.068495
1.667,0.068824
1.875,0.068166
2.084,0.059286
2.292,-0.052861
2.501,-0.649448
2.709,-1.621943
2.917,-1.729158
3.126,-1.76369
3.335,-1.640032
3.543,-1.625561
3.752,-1.627205
3.96,-1.626547
4.168,-1.626547
4.377,-1.625232
4.585,-1.627205
4.793,-1.626219
5.002,-1.625232
5.21,-1.627205
5.418,-1.62589
5.626,-1.625232
5.834,-1.626219
6.042,-1.625561
6.251,-1.623916
6.459,-1.626547
6.668,-1.62589
6.876,-1.62589
7.084,-1.625561
7.292,-1.626547
7.501,-1.624574
7.709,-1.62589
7.917,-1.625232
8.125,-1.625561
8.333,-1.625232
8.541,-1.626219
8.749,-1.624574
8.957,-1.62589
9.165,-1.624903
9.373,-1.626219
9.581,-1.623259
9.789,-1.626876
9.997,-1.623916
10.205,-1.626547
10.414,-1.624903
10.623,-1.62589
10.831,-1.624903
11.039,-1.62589
11.247,-1.625561
11.455,-1.624245
11.663,-1.625561
11.871,-1.625561
12.079,-1.623259
12.287,-1.627205
12.496,-1.623916
12.705,-1.624574
12.913,-1.625561
13.121,-1.624574
13.329,-1.625232
13.537,-1.623259
13.745,-1.626547
13.953,-1.621943
14.161,-1.626219
14.37,-1.623259
14.579,-1.631481
14.787,-0.872428
14.995,0.071455
15.204,0.070797
15.412,0.072442
15.62,0.071784
15.828,0.070468
16.036,0.068495
