0,0.080992
0.209,0.080992
0.417,0.081979
0.625,0.080992
0.833,0.083295
1.041,0.084281
1.249,0.087241
1.457,0.101383
1.665,0.233263
1.873,0.421382
2.081,0.482225
2.289,0.498669
2.497,0.503273
2.705,0.484198
2.913,0.473345
3.12,0.469727
3.328,0.467096
3.536,0.464136
3.744,0.461834
3.952,0.455586
4.16,0.457559
4.368,0.455257
4.576,0.454599
4.784,0.45427
4.992,0.456572
5.2,0.45427
5.408,0.453941
5.616,0.455586
5.824,0.45427
6.032,0.455914
6.24,0.456243
6.448,0.457559
6.656,0.455586
6.864,0.457559
7.072,0.455257
7.28,0.458874
7.488,0.458546
7.696,0.457888
7.904,0.459203
8.112,0.456572
8.32,0.459203
8.528,0.458874
8.736,0.457559
8.944,0.456901
9.152,0.458217
9.361,0.456901
9.569,0.460519
9.777,0.458874
9.985,0.458217
10.193,0.458546
10.401,0.458546
10.609,0.45723
10.817,0.457888
11.024,0.459532
11.232,0.458546
11.44,0.459532
11.648,0.458546
11.856,0.458546
12.064,0.459861
12.272,0.457888
12.48,0.459861
12.688,0.458217
12.896,0.459203
13.104,0.460848
13.312,0.460848
13.52,0.461177
13.728,0.460848
13.936,0.462163
14.144,0.322061
14.352,0.09349
14.56,0.09053
14.768,0.089543
14.976,0.086912
15.184,0.085268
15.392,0.088228
15.6,0.085268
15.808,0.086912
16.016,0.086912
16.224,0.086912
16.432,0.086583
16.64,0.08461
16.848,0.087899
17.056,0.086255
