0,-0.091011
0.209,-0.092327
0.417,-0.09134
0.625,-0.092985
0.834,-0.091998
1.042,-0.093313
1.251,-0.094629
1.459,-0.095944
1.668,-0.095944
1.876,-0.067332
2.084,0.008968
2.292,0.343767
2.5,0.507877
2.709,0.537476
2.917,0.553263
3.125,0.54241
3.333,0.545698
3.542,0.54537
3.75,0.540108
3.958,0.541094
4.166,0.535174
4.374,0.531886
4.582,0.530899
4.791,0.532543
4.999,0.532214
5.207,0.529912
5.416,0.526952
5.624,0.523664
5.832,0.525637
6.041,0.523335
6.25,0.52465
6.459,0.52169
6.668,0.519059
6.876,0.517086
7.084,0.518073
7.292,0.518073
7.5,0.518401
7.708,0.515442
7.916,0.517415
8.125,0.514126
8.333,0.515113
8.542,0.514126
8.751,0.513139
8.959,0.512153
9.167,0.511824
9.375,0.512482
9.583,0.510508
9.791,0.509193
10,0.508535
10.208,0.508535
10.417,0.506233
10.626,0.506233
10.834,0.506233
11.043,0.503931
11.251,0.503931
11.46,0.503931
11.668,0.503931
11.876,0.500971
12.084,0.5013
12.293,0.498669
12.501,0.500642
12.709,0.497682
12.918,0.499327
13.126,0.497353
13.334,0.498011
13.542,0.498998
13.75,0.496367
13.959,0.493407
14.168,0.495051
14.376,0.493407
14.584,0.493736
14.792,0.490776
15,0.491105
15.209,0.490776
15.417,0.490118
15.626,0.48946
15.835,0.490118
16.043,0.489131
16.252,0.486829
16.46,0.487158
16.668,0.484527
16.876,0.488145
17.084,0.487487
17.292,0.485514
17.5,0.484527
17.708,0.484856
17.916,0.484527
18.124,0.481896
18.332,0.482225
18.54,0.482225
18.748,0.48058
18.957,0.479923
19.165,0.479923
19.373,0.477949
19.582,0.477621
19.79,0.476634
19.999,0.476634
20.207,0.474989
20.415,0.475318
20.623,0.475647
20.831,0.473016
21.039,0.473345
21.248,0.472358
21.456,0.471701
21.665,0.470385
21.873,0.470385
22.082,0.469727
22.29,0.471701
22.498,0.469399
22.706,0.468741
22.915,0.468741
23.123,0.466767
23.332,0.468741
23.54,0.467096
23.749,0.428618
23.957,0.355935
24.166,0.248721
24.375,0.087899
24.583,-0.059768
24.792,-0.132779
25,-0.137712
25.209,-0.137383
25.417,-0.139356
25.626,-0.139685
25.834,-0.13837
26.042,-0.140014
26.25,-0.143303
26.459,-0.145276
26.667,-0.144619
26.875,-0.145605
27.083,-0.14725
27.29,-0.146921
27.498,-0.148236
27.707,-0.147907
27.916,-0.149223
28.124,-0.150209
28.332,-0.150209
